column1,column2,column3,column4,column5,column6
0,1975001516,Sat May 30 14:14:29 PDT 2009,NO_QUERY,laughingg86,i realized that i was cooking something... now its charred   charred food anyone?
0,1977928935,Sat May 30 22:01:45 PDT 2009,NO_QUERY,greatcaffeine,@girlardee i remember trying burger king's angry whopper.  supposed to be really hot.  never had such a non-spicy food in my life.
0,1980374244,Sun May 31 06:33:17 PDT 2009,NO_QUERY,SuperAnn43,"he started refusing food yesterday     re:rubykelz: @superann43 i am so sorry mom &amp; dad, april told me how bad he was this past week"
0,1992789603,Mon Jun 01 09:19:30 PDT 2009,NO_QUERY,blairbarry,"note to self: stay away from benihana....very bad stomach ache  i think they make their food with poison..but yet, its so good"
0,1998307457,Mon Jun 01 18:20:06 PDT 2009,NO_QUERY,Zadkiel,@raisingurl  we can go out and get you food ya?
0,2001613760,Tue Jun 02 01:28:23 PDT 2009,NO_QUERY,zoeisababe,back @ skool  in tech   can smell food tech class
0,2049481916,Fri Jun 05 16:57:32 PDT 2009,NO_QUERY,orbitaldiamonds,"i made brownies and don't even feel like eating those.  (which is just as well, having not had any real food.)"
0,2058996175,Sat Jun 06 16:02:28 PDT 2009,NO_QUERY,balaaG,"london travel, cfa exam and sandwich food for the last 24 hours has come to an end. back to sheffield. should wake up in 6 hours 4 office"
0,"",Mon Jun 15 09:51:43 PDT 2009,NO_QUERY,SticksandStones,trying to tough out the rest of the work day   need sleep and food!
0,"",Mon Jun 15 18:57:17 PDT 2009,NO_QUERY,kaleideyes,"i really have to stop going out to eat for dinner - too much rich food, not enough healthy veggies"
0,"",Wed Jun 17 20:15:28 PDT 2009,NO_QUERY,stephwatts,i need some real food
0,"",Sat Jun 20 03:27:46 PDT 2009,NO_QUERY,SamuelHorler,i'm really hungry. my mother refuses to make me food.
0,"",Sat Jun 20 14:34:10 PDT 2009,NO_QUERY,kmwalla,just got done eating way to much mexican food....uh im not gonna be any good for the rest of the day!!!
0,"",Sun Jun 21 00:15:02 PDT 2009,NO_QUERY,deanecarlson14,"being stoned makes my waffle cutting louder, food last longer, and freezis melt faster"
0,"",Thu Jun 25 07:56:09 PDT 2009,NO_QUERY,Pamela_Masasi,this boy &quot;geoff&quot; was our garden help(god bless him) he used to work for food-not a plate of food but food provisions for his family
4,1468221310,Tue Apr 07 00:22:46 PDT 2009,NO_QUERY,pankaj,just found that locavore = a person who goes out of the way to eat food produced locally
0,1468665200,Tue Apr 07 03:02:27 PDT 2009,NO_QUERY,ocelot2dot0,eating lunch... forgot to get home cooked food this morning
0,1693457278,Sun May 03 22:36:34 PDT 2009,NO_QUERY,rontini,@wholefoods any chance of you sharing your corn chowder recipe?  it's excellent and not sold in canada.
0,1882570648,Fri May 22 07:06:33 PDT 2009,NO_QUERY,1945suicide,@foodandhowtoeat damn it ms...you had my hopes up!!!!   boo to the cure
0,1979171734,Sun May 31 01:55:40 PDT 2009,NO_QUERY,ksekher,just realised... drive thrus made me put on weight... wrong food at the wrong time  its so hard to resist u know!
0,1989038200,Mon Jun 01 00:08:42 PDT 2009,NO_QUERY,ms_rach,is hungry  craving for fried food!
0,2008024678,Tue Jun 02 13:30:30 PDT 2009,NO_QUERY,Dee_dz,is missing the fam and good old south african food.
0,2008680544,Tue Jun 02 14:29:45 PDT 2009,NO_QUERY,alt229,uhm...  thai food doesn't have same magic w/o the spicy
0,2049202446,Fri Jun 05 16:28:27 PDT 2009,NO_QUERY,carpecactus,poisoned by food
0,2051492651,Fri Jun 05 22:10:06 PDT 2009,NO_QUERY,Atabey28,in need of food and missing my baby
0,2068669155,Sun Jun 07 14:29:15 PDT 2009,NO_QUERY,kellyamanda9,don't you hate it when your starving and everyone at your table got their food already and are eating it haha
0,2071441205,Sun Jun 07 19:24:09 PDT 2009,NO_QUERY,djsoundwave1,@djheatdc no food
0,"",Mon Jun 15 01:17:35 PDT 2009,NO_QUERY,xueningg,@cherylchong yah! i wan to eat malay food leh  what you doing nw!
0,"",Mon Jun 15 05:10:11 PDT 2009,NO_QUERY,TheMeredithA,"i will be facing the evils of the drive-thru today (banking, that is, not fast food). i think i'm going to miss the call center a bit"
0,"",Tue Jun 16 22:59:03 PDT 2009,NO_QUERY,MeiMei91,really need to stop talking about food when everything is closed for the night.  guess i'll stick with brownies then.
0,"",Wed Jun 17 21:29:14 PDT 2009,NO_QUERY,minhteeeefresh,mcdonalds run because bonnie and carol failed to bring me food
0,"",Fri Jun 19 20:16:13 PDT 2009,NO_QUERY,klarnie,"i feel gross! i ate so much greasy, fatty food today! blech..."
0,"",Sat Jun 20 00:27:11 PDT 2009,NO_QUERY,aliciahoneypark,"stupid parents took my food away 2 hours ago and now im starving. why, why"
0,"",Sat Jun 20 04:56:55 PDT 2009,NO_QUERY,peterfawcett,hmm chocolate cake xd gonna pig out tonight to make up for not pigging out last night because there was no food
0,"",Mon Jun 22 17:02:34 PDT 2009,NO_QUERY,Ricurdo,"my house has no food, and i am hungry."
0,"",Tue Jun 23 13:06:10 PDT 2009,NO_QUERY,babybird11182,hmm hungry again. wish i had someone to make me some food.
0,"",Thu Jun 25 02:07:17 PDT 2009,NO_QUERY,SquallRavenhart,"need food, have no food"
0,"",Thu Jun 25 04:19:50 PDT 2009,NO_QUERY,mlittledevil77,@sapphire_city lol thanks and a cookout is when you invite friends over and hang out and cook food on a grill but there wont be a girll
0,"",Thu Jun 25 05:46:06 PDT 2009,NO_QUERY,beafunky,"having lunch in a hotel's hall noisy &amp; boring &amp; horrible food, wrong choice"
0,"",Thu Jun 25 06:40:17 PDT 2009,NO_QUERY,textualoffender,"@krist0ph3r oh yes i love food, but like i said it cant qualify as addiction  @gauravsaha"
0,"",Thu Jun 25 10:24:03 PDT 2009,NO_QUERY,PhilthyBlog,"damn... farrah. just saw food inc. last night, i wonder how many less people would get sick in the world if we could eat real foods."
0,1557676766,Sun Apr 19 05:27:45 PDT 2009,NO_QUERY,eightynine25,@allenhortaleza: food tech today
0,1695269940,Mon May 04 05:42:02 PDT 2009,NO_QUERY,flipgenie,"i have a newfound love for the following foods: ice tea, dutch gouda, coffee flavoured napoleons, spekulatius  and waffles - not good"
0,1770856824,Mon May 11 22:26:42 PDT 2009,NO_QUERY,ocho01,@kblove901 me too. i hate food that my body didn't agree wit. so i'm running to the rr er 15min.  we sick!
0,1794184886,Thu May 14 05:11:05 PDT 2009,NO_QUERY,leahmagdaline,"@brodyjenner i'm from canada, and no more canadian sea food for me! thats so sad!"
0,1830580677,Sun May 17 17:08:38 PDT 2009,NO_QUERY,hollymark,@celticcrossing we don't really have any health food stores here
0,1936093143,Wed May 27 07:26:34 PDT 2009,NO_QUERY,lovelynangel,had a good shower but starving for food.
0,2000953438,Mon Jun 01 23:25:08 PDT 2009,NO_QUERY,leesargent,"an awful, awful thought just occurred to me.  we have to go food shopping tonight"
0,2003035690,Tue Jun 02 05:44:27 PDT 2009,NO_QUERY,AdrienneNycole,"@kerwin_r lol yes i can! he buys me food, and sends me cute texts lol okay you're right. aint no gettin around it"
0,2011733895,Tue Jun 02 19:29:14 PDT 2009,NO_QUERY,DaOne22,u know what sucks is when u order food and its taking so long that u just wanna leave.....but u're surrounded by trees and walls....damn
0,2014524338,Wed Jun 03 01:49:23 PDT 2009,NO_QUERY,foodbloggernews,"twello foodie tweets @ddelarama i still can't eat!  gaahhh, i keep dreaming of food. haha! http://tinyurl.com/p8xau3"
0,2039851964,Thu Jun 04 22:58:29 PDT 2009,NO_QUERY,giselleski,will have to regulate food intake from now on. i will miss my favorite greasy grubs.
0,2058921128,Sat Jun 06 15:53:38 PDT 2009,NO_QUERY,XDkylehu,all my food is frozen and needs to be defrosted  so i'm getting lettuce at giant. i want salad.
0,2062669907,Sat Jun 06 23:55:53 PDT 2009,NO_QUERY,cathynose,"@ksuy yeah lol the last time i got in-n-out, i went home early with food poisoning"
0,2063449848,Sun Jun 07 02:42:23 PDT 2009,NO_QUERY,pearlbones,needs to go food shopping
0,2068058493,Sun Jun 07 13:25:36 PDT 2009,NO_QUERY,mhurlock9,i just had my first burger from a fast food resteraunt from whataburger in corpus christi tx (: im going to go visit selena next r.i.p
0,"",Mon Jun 15 00:25:04 PDT 2009,NO_QUERY,Pauline_x,"up, had food, shit weather.  time to get ready for work i guess, bus at 9ish. byee x"
0,"",Tue Jun 16 06:04:54 PDT 2009,NO_QUERY,seanfee80,"people have left the office to go and eat some delicious food that's just been cooked on film, why did i eat an early lunch!"
0,"",Tue Jun 16 06:10:22 PDT 2009,NO_QUERY,Dutchrudder,just spent 80 quid on fuck all at the supermarket !!!! food should be free !!!
0,"",Tue Jun 16 06:32:12 PDT 2009,NO_QUERY,JodyShepherd,wanting food but stomach keeps rejecting
0,"",Wed Jun 17 20:02:12 PDT 2009,NO_QUERY,Balasi,i am craving for japanese food
0,"",Thu Jun 18 13:25:41 PDT 2009,NO_QUERY,megshadows,so i guess chinese food gave me a headache  boo
0,"",Thu Jun 18 16:36:43 PDT 2009,NO_QUERY,gregorytanyt,"@saranntay yeah, but so far away! and i am so sian to study.  wah you going to buy food. o_o i thought you had food at home!"
0,"",Fri Jun 19 17:10:14 PDT 2009,NO_QUERY,burnbabyburn_,sooo hungry &amp;  no money or food  feed me???
0,"",Sat Jun 20 14:50:41 PDT 2009,NO_QUERY,smaim,love thunderstorms.  wish we didn't have to leave missy's house.   perfect movies-pjs-food day
0,"",Sat Jun 20 17:40:11 PDT 2009,NO_QUERY,vivario,@rreezy: lucky!! i want some chinese food!!
0,"",Sat Jun 20 23:19:29 PDT 2009,NO_QUERY,gotthatswing,"filipino food, mangoes, ice cream cake, texas hold 'em. my stomach hurts."
0,1469309528,Tue Apr 07 05:58:13 PDT 2009,NO_QUERY,Joltfitness,"long day of moving and painting with the fam, they even &quot;treated&quot; me to a huge mcdonnalds dinner   people need to learn about health food"
0,1563860441,Mon Apr 20 00:36:05 PDT 2009,NO_QUERY,fayeezah,"i want food, more more food!"
0,1824110170,Sun May 17 00:04:50 PDT 2009,NO_QUERY,chelleforchelle,"dogs outside my window  well i have to pack, shower, and all-nighter? haha my head hurtsss mmm someone get me food"
0,1956438466,Thu May 28 21:52:47 PDT 2009,NO_QUERY,_mj24,waiting for my turn to buy my food... so so so hungry...
0,1956813223,Thu May 28 22:45:18 PDT 2009,NO_QUERY,MissCute86,power is still out! i'm afraid that my milk and frozen foods i just bought will go bad.
0,1962181450,Fri May 29 10:38:59 PDT 2009,NO_QUERY,justkappa,"hates the everything about  seafood.. just so happened to serve lobster in the chow hall... noooowww, i gotta headache.. ugh! smh..."
0,1962846154,Fri May 29 11:47:00 PDT 2009,NO_QUERY,Dogbook,willie is pouting because grandma didn't put any treats on my food  http://apps.facebook.com/dogbook/profile/view/6877293
0,1974002347,Sat May 30 12:14:55 PDT 2009,NO_QUERY,carl2990,"wishes he could cook more food, theres a good part time chefs job near me"
0,2000478929,Mon Jun 01 22:12:24 PDT 2009,NO_QUERY,ZorkFox,lately i make myself too much food at meals. it's so wasteful.
0,2062232578,Sat Jun 06 22:40:11 PDT 2009,NO_QUERY,slowascent,"there is no food, again. i want dinner  or lunch or breakfast, really."
0,2067716680,Sun Jun 07 12:50:07 PDT 2009,NO_QUERY,Mindwater,"@phone_is_tapped show some compassion. they work in fastfood and live in nj. ughhh, what a bad break."
0,"",Mon Jun 15 04:34:59 PDT 2009,NO_QUERY,stevieelou,so bored. wants food. wants a hug
0,"",Tue Jun 16 03:28:56 PDT 2009,NO_QUERY,GrazzyBear,"just cleaned my room, im now starving. food then back to college  work"
0,"",Tue Jun 16 05:13:55 PDT 2009,NO_QUERY,chriswallaceuk,doing assist. suicide intervention course for next two days.  good so far. food rotten
0,"",Wed Jun 17 18:26:45 PDT 2009,NO_QUERY,brandinator,"been to the gym, responded to emails, got food for tonight - can't put it off any longer...it's time to clean the house"
0,"",Thu Jun 18 16:02:04 PDT 2009,NO_QUERY,Leah_Liddell,my latest food concoction. bust. the fish didn't cook all the way through
0,"",Fri Jun 19 15:03:48 PDT 2009,NO_QUERY,sarahhuska,i miss my @foodphilosophy
0,"",Fri Jun 19 18:08:55 PDT 2009,NO_QUERY,hollymark,can't find anybody to go out for mexican food &amp; drinks with me
0,"",Fri Jun 19 20:53:52 PDT 2009,NO_QUERY,qualityfrog,with family @ village inn after hike. cant find food not fried &amp; smothered in cheese &amp; cream based sauces
0,"",Sat Jun 20 03:04:48 PDT 2009,NO_QUERY,angusyounglove,@junkfoodtees i cannot believe you guys ship only to the usa   you fail so hard! i love the blue springsteen tee &amp; i'm from holland!
0,"",Sat Jun 20 19:18:44 PDT 2009,NO_QUERY,Christian1885,sister stopped by... brought me food...since i am stuck in the house...
0,"",Mon Jun 22 11:42:08 PDT 2009,NO_QUERY,irachey,...however which is slightly dodgy but never mind. off to wesh my hair then do my food tech and attempt my english. seriously cbb
0,1694308431,Mon May 04 02:01:50 PDT 2009,NO_QUERY,everain,"well i've had a terrible night, gotta go to boots for supplies then tesco for food  feel awful! calling in sick tonight me thinks"
0,1956725812,Thu May 28 22:32:07 PDT 2009,NO_QUERY,agrandin,"@sukritid oh man, so so good sounding. i miss nud pob  not much in the way of thai food in saratoga springs..."
0,1970175651,Sat May 30 02:46:08 PDT 2009,NO_QUERY,mnstrsnmnchkns,@natalieharris  she (dog) really not well. taking her to see vet later today. poor thing. normally she loves food but she hardly eaten
0,1993531260,Mon Jun 01 10:31:36 PDT 2009,NO_QUERY,yfm_7,back in my beautiful puerto rico! ... but no more 24 hour food
0,1994291635,Mon Jun 01 11:42:36 PDT 2009,NO_QUERY,victoriagibbs,no wonder i'm so cold. someone turned the ac on! it thought it was forbidden. i'm watching food network. bobby flay! mom left for europe
0,1999121497,Mon Jun 01 19:40:42 PDT 2009,NO_QUERY,itspoetiq,"diners, drive-ins, and dives... man i need some yummy food now... but i already had dinner!"
0,2063324819,Sun Jun 07 02:12:23 PDT 2009,NO_QUERY,presentations,note to self: if it says on the drugs packet &quot;to be taken with food&quot; there's probably a good reason for it.  empirical test confirms it
0,2071424101,Sun Jun 07 19:22:31 PDT 2009,NO_QUERY,TheMadLibs,"either food poisoning is attacking multiple food outfitters in la, or some flu bug is attacking campus during finals. either way=awesome"
0,"",Mon Jun 15 14:10:01 PDT 2009,NO_QUERY,emmatreasure,@unkscreenwriter you want to try living in england... no god mexican food at all!!! i miss burritos
0,"",Thu Jun 18 13:19:46 PDT 2009,NO_QUERY,GenericHipster,"nooo say it isn't true, did the chinese lady really try to give me food poisoning?  fucking bitch, it tasted excellent though lol"
0,"",Thu Jun 18 20:49:06 PDT 2009,NO_QUERY,krissieleejones,no food for me  i'm soooo hungry! anyone hungry? i reallly need to not use my credit card so much
0,"",Sat Jun 20 00:20:52 PDT 2009,NO_QUERY,mellamotanya,its 3:20 am.. i just got home and i'm starving   i need to go food shopping!
4,1469132465,Tue Apr 07 05:19:49 PDT 2009,NO_QUERY,o2zone,"one night transit in bali, it took 20 minutes flight from lombok by garuda. they not served food, only 'teh kotak'"
4,1469222191,Tue Apr 07 05:39:46 PDT 2009,NO_QUERY,bellocielo,plan for the day: aquarium &amp; soul food
0,1551204900,Sat Apr 18 08:25:40 PDT 2009,NO_QUERY,pradyotghate,the line at petrol pump was killer and the guy at subway (food joint) is too slow. missing #ipl
0,1555698250,Sat Apr 18 20:26:36 PDT 2009,NO_QUERY,AmishJacob,@shannatram  @alice_ash we ate already  but if you wanted to come over with food no one would be offended
0,1556905415,Sun Apr 19 00:56:33 PDT 2009,NO_QUERY,MeLlamoLiz,it's been 3 days since i've heard from my boyfriend. i wish @paula_deen was my mother. i know she'd make me some fried comfort food.
0,1881362602,Fri May 22 04:26:27 PDT 2009,NO_QUERY,mmbopidy,@fonejacker12009 awww i gots no food  need to go shopping. mmm orange juice! just get back into bed be lazy haha
0,1958083092,Fri May 29 02:36:10 PDT 2009,NO_QUERY,misstlc_vicky,@herojaejoong feel hungry now   cook for me pleaseyour food it's my energy to work~
0,1977256346,Sat May 30 20:30:35 PDT 2009,NO_QUERY,YarielaNolasco,still hungry  waiting for food
0,1977709249,Sat May 30 21:32:08 PDT 2009,NO_QUERY,melli17,'s favourite food is spaghetti...but it goes straight to her thighs.
0,1984271865,Sun May 31 14:46:47 PDT 2009,NO_QUERY,aneemew,no food  eating peach-o's and diet coke. not a bad breakfast....
0,1989708119,Mon Jun 01 02:31:29 PDT 2009,NO_QUERY,kylkylmccl,food poisoned by red robin
0,2063816755,Sun Jun 07 04:11:20 PDT 2009,NO_QUERY,unsaidthingsx,"goodmorning, i feel a bit hungover. plus there's no food left in the house"
0,"",Mon Jun 15 11:09:09 PDT 2009,NO_QUERY,JesseDavila,art's graduation is today. why is every fast food place in town packed right now?
0,"",Tue Jun 16 19:42:15 PDT 2009,NO_QUERY,dc_fashionista,i'm in love with snickerdoodle cookie from whole foods we see each other almost every day. i'm going to turn into a fat ass
0,"",Thu Jun 18 08:28:13 PDT 2009,NO_QUERY,RolandRocket,@ iowafoodcoop.  hearing about my leg of lamb.  sally just hung up on me.
0,"",Fri Jun 19 08:57:18 PDT 2009,NO_QUERY,amblastic,@jessygrass junk food galore w/o you
0,"",Thu Jun 25 04:41:22 PDT 2009,NO_QUERY,mza,"@igotchi if you can eat it with your fingers and it has a positive calorie count, it's junk food. that pretty much just leaves celery."
0,"",Thu Jun 25 06:50:18 PDT 2009,NO_QUERY,jolimb,has had a lovely tuna salad off the gmtv bikini diet this is the best diet ive ever done so much yummy food !!!! im now off bk 2 work
0,1676914120,Fri May 01 23:41:27 PDT 2009,NO_QUERY,LeahMEvans,comfort food...    ... bugger bugger bugger followed by several other un typable words if i am still considered to be a lady....!!!
0,1686004283,Sun May 03 03:14:23 PDT 2009,NO_QUERY,mousetail,mike made the s. eat when she was supposed to nap. she resented the food and naturally is over-tired now  time to cancel my grocery trips?
0,1827213221,Sun May 17 10:13:57 PDT 2009,NO_QUERY,frankie_da_bear,doesn't feel like cooking lunch but has to.  and is craving italian food. blasts!
0,1833603051,Sun May 17 23:49:42 PDT 2009,NO_QUERY,ShannerNanner,heading home. food then bed. my sister leaves in a.m.
0,1957097730,Thu May 28 23:30:39 PDT 2009,NO_QUERY,dappyiznum1,@calvinharris stop talkin about food haha fill like sum nw  hha hows your day goin or starting
0,1963705439,Fri May 29 13:07:28 PDT 2009,NO_QUERY,ArielRebel,shit got to go do the grocery.. i almost got no more food  snif snif...
0,1981674733,Sun May 31 09:39:23 PDT 2009,NO_QUERY,Sims_Galore,i wish i never spent my £30 on food
0,1998118466,Mon Jun 01 18:01:21 PDT 2009,NO_QUERY,DonnaVo,its hard to be at the fashion district in la when you are dieting bc there's food everywhere outside!! smells sooooo frkn good
0,2000819034,Mon Jun 01 23:02:54 PDT 2009,NO_QUERY,WifeofWriter,tomorrow i need to eat &quot;real&quot; food not just coffee and sugar.
0,2002548447,Tue Jun 02 04:31:45 PDT 2009,NO_QUERY,swedishmike,@foodbymark i'd love to go there too. i think it was in ofm they said that it was quite easy to get a table for lunch. if they are open.
0,2044299974,Fri Jun 05 09:09:27 PDT 2009,NO_QUERY,Foxxxxie,crushing thera flu and still feels like shit ugh  ...and im hungry with no food..life is sucky right now.
0,2047039663,Fri Jun 05 13:03:41 PDT 2009,NO_QUERY,Simesh,"huge pot of minces steak, onions, carrots &amp; butterbeans on the stove - comfort food required tonight - baby had a bad day"
0,"",Sun Jun 14 22:56:07 PDT 2009,NO_QUERY,ardnaxela0502,@uhohmonbon i have 8 weeks of being swollen and eating soft foods  we both have sucky summers
0,"",Mon Jun 15 14:02:37 PDT 2009,NO_QUERY,Codexx,"i never turn down free food, i just forgot it was there."
0,"",Tue Jun 16 03:27:09 PDT 2009,NO_QUERY,babydollniki,food makes you fat  i need to stop eating all together i swear!
0,"",Tue Jun 16 05:07:53 PDT 2009,NO_QUERY,itsTorrieMcAfee,@bananaramaanna bet you're not doing anything productive now :l theres no food in my house
0,"",Wed Jun 17 06:59:26 PDT 2009,NO_QUERY,Unleashedforgod,i'm hungry and miss camp food
0,"",Fri Jun 19 14:17:19 PDT 2009,NO_QUERY,sisirocks222,i want burnies  but instead i get some gay food
0,"",Sat Jun 20 20:09:29 PDT 2009,NO_QUERY,llondon,where's the soul food in boston!!
0,"",Tue Jun 23 08:58:32 PDT 2009,NO_QUERY,MeccaStarr,@mrbmoney excuse me lol i wish sum1 culd make me sum food right now i wanna get bck in my bed
0,"",Tue Jun 23 13:55:16 PDT 2009,NO_QUERY,tracihui,@mckelvie goddamn that is some bad food poisoning
0,1752740530,Sat May 09 22:50:00 PDT 2009,NO_QUERY,Kassha,@coderneedsfood ugh.
0,1824220696,Sun May 17 00:29:39 PDT 2009,NO_QUERY,brokeninside,epic food poisoning  no work for me today. been up all night and feel completely rubbish
0,1966589601,Fri May 29 18:02:37 PDT 2009,NO_QUERY,ideretic,@mrskutcher i worked in food service and they told me it is cheaper to throw it than to give it i.e. to public kitchen cause of liability
0,1966624448,Fri May 29 18:06:16 PDT 2009,NO_QUERY,itsANNsucka,omg you guys keep talking about food! wth i'm hungry again
0,1970649532,Sat May 30 04:42:21 PDT 2009,NO_QUERY,m_neko,having a drink at spoons. an hour till food arrives.
0,1976120039,Sat May 30 16:37:45 PDT 2009,NO_QUERY,aliciareiner,my belly is full from chinese food and...i forgot the leftovers!!!! why?!  leftover chinese food is the best *sniff* *sniff* so stupid!
